p1_sets,p2_sets,sub_set,game_no,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,game_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,player1_quality,player2_quality,elo1,elo2,sub_point_squared,serve_no_squared,elo1_squared,elo2_squared,player1_quality_squared,player2_quality_squared,lasso_game_victor,player1_performance,player2_performance
1,0,1,13,6,6,0,3,4,2,2,1,74,66,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.50249566,0.49750434,64,4,0.504991196,0.495008804,0.474375821,0.525624179,0.325621754,0.999326825,0.000673163
1,0,1,13,6,6,0,4,4,2,1,1,75,66,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.510416008,0.489583992,81,1,0.52082298,0.47917702,0.474375821,0.525624179,0.408482282,0.996471763,0.003528237
1,0,1,13,6,6,0,5,4,1,1,1,76,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.517432836,0.482567164,100,1,0.534823341,0.465176659,0.474375821,0.525624179,0.850957157,0.948108196,0.051891815
1,0,1,13,6,6,0,6,4,1,2,2,76,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.523672432,0.476327568,81,4,0.547238975,0.452761025,0.474375821,0.525624179,0.71604302,0.994332194,0.005667806
1,0,1,13,6,6,0,6,5,2,1,2,76,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.512835428,0.487164572,64,1,0.525653951,0.474346049,0.474375821,0.525624179,0.251395097,0.996656656,0.003343329
1,0,1,13,6,6,0,6,6,2,1,2,76,69,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.503165904,0.496834096,49,1,0.506331554,0.493668446,0.474375821,0.525624179,0.146361522,0.997617006,0.00238297
1,0,1,13,6,6,0,6,7,1,1,2,76,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487179487,0.512820513,0.494594101,0.505405899,36,1,0.489189466,0.510810534,0.474375821,0.525624179,0.392342707,0.474471778,0.525528193
1,1,0,1,0,0,0,0,0,1,1,1,77,70,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.487007734,0.512992266,49,1,0.474033,0.525967,0.855661664,0.144338336,0.899689524,0.328225404,0.671774626
1,1,0,1,0,0,0,1,0,1,1,2,77,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.496694735,0.503305265,36,1,0.493389759,0.506610241,0.855661664,0.144338336,0.755829666,0.402748227,0.597251773
1,1,0,1,0,0,0,1,1,1,2,1,78,71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.488867441,0.511132559,49,4,0.477745914,0.522254086,0.855661664,0.144338336,0.894831031,0.414418817,0.585581183
1,1,0,1,0,0,0,2,1,1,2,2,78,72,6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.708860759,0.291139241,0.498346361,0.501653639,36,4,0.496692758,0.503307242,0.855661664,0.144338336,0.750971172,0.625258744,0.374741256
1,1,0,1,0,0,0,2,2,1,1,1,79,72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.490329155,0.509670845,49,1,0.480665542,0.519334458,0.855661664,0.144338336,0.872773361,0.08779522,0.912204802
1,1,0,1,0,0,0,3,2,1,1,2,79,73,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.499643326,0.500356674,36,1,0.499286653,0.500713347,0.855661664,0.144338336,0.728913503,0.572195947,0.427804023
1,1,0,1,0,0,0,3,3,1,2,1,80,73,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.491476835,0.508523165,49,4,0.482958622,0.517041378,0.855661664,0.144338336,0.867914868,0.41162762,0.588372409
1,1,0,1,0,0,0,4,3,1,1,2,80,74,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.500661006,0.499338994,36,1,0.501322011,0.498677989,0.855661664,0.144338336,0.715455421,0.640154064,0.359845906
1,1,0,1,0,0,0,3,3,1,1,1,81,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.492377353,0.507622647,49,1,0.484758249,0.515241751,0.855661664,0.144338336,0.859643758,0.177721843,0.822278142
1,1,0,1,0,0,0,4,3,1,2,2,81,75,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.501459168,0.498540832,36,4,0.502918311,0.497081689,0.855661664,0.144338336,0.724383487,0.905979276,0.094020739
1,1,0,1,0,0,0,3,3,1,1,2,81,76,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708860759,0.291139241,0.493083644,0.506916356,25,1,0.486169935,0.513830065,0.855661664,0.144338336,0.624306128,0.997750938,0.002249033
1,1,0,1,0,0,0,3,4,1,1,2,81,77,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.708860759,0.291139241,0.485669876,0.514330124,16,1,0.471363274,0.528636726,0.855661664,0.144338336,0.251219648,0.960440218,0.039559767
1,1,0,2,0,1,-1,0,0,2,2,1,82,77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0.695121951,0.479090271,0.520909729,25,4,0.45825355,0.54174645,0.161331957,0.838668043,0.404417435,0.579166234,0.420833796
1,1,0,2,0,1,-1,1,0,2,2,1,83,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0.695121951,0.48963841,0.51036159,36,4,0.479285715,0.520714285,0.161331957,0.838668043,0.496223684,0.47877118,0.52122879
1,1,0,2,0,1,-1,2,0,2,1,1,84,77,7,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.304878049,0.695121951,0.499030556,0.500969444,49,1,0.49806112,0.50193888,0.161331957,0.838668043,0.579314967,0.392691404,0.607308626
1,1,0,2,0,1,-1,3,0,2,2,2,84,78,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.304878049,0.695121951,0.507349715,0.492650285,36,4,0.514696255,0.485303745,0.161331957,0.838668043,0.50070698,0.398537666,0.601462364
1,1,0,2,0,1,-1,3,1,2,1,2,84,79,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.304878049,0.695121951,0.498298979,0.501701021,25,1,0.496597997,0.503402003,0.161331957,0.838668043,0.386843062,0.998678625,0.001321353
1,1,0,2,0,1,-1,3,2,2,1,2,84,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.304878049,0.695121951,0.490287225,0.509712775,16,1,0.480581777,0.519418223,0.161331957,0.838668043,0.281463354,0.9977265,0.002273448
1,1,0,2,0,1,-1,3,3,2,1,2,84,81,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0.695121951,0.483191027,0.516808973,9,1,0.466420005,0.533579995,0.161331957,0.838668043,0.119315985,0.983236492,0.016763518
1,1,0,2,0,1,-1,3,4,2,1,2,84,82,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0.695121951,0.476883595,0.523116405,4,1,0.453865801,0.546134199,0.161331957,0.838668043,0.013705522,0.025629736,0.974370301
1,1,0,3,0,2,-2,0,0,1,2,1,85,82,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0.222222222,0.471247902,0.528752098,9,4,0.442685329,0.557314671,0.924528302,0.075471698,0.900499018,0.097504601,0.902495384
1,1,0,3,0,2,-2,1,0,1,1,1,86,82,4,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.777777778,0.222222222,0.482597141,0.517402859,16,1,0.465236395,0.534763605,0.924528302,0.075471698,0.983936434,0.000387741,0.999612272
1,1,0,3,0,2,-2,2,0,1,2,1,87,82,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0.222222222,0.4927694,0.5072306,25,4,0.485541824,0.514458176,0.924528302,0.075471698,1.084457648,0.00042291,0.999577105
1,1,0,3,0,2,-2,3,0,1,1,1,88,82,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0.222222222,0.501806566,0.498193434,36,1,0.503613084,0.496386916,0.924528302,0.075471698,1.167664309,0.999187052,0.000812963
1,1,0,4,1,2,-1,0,0,2,2,1,89,82,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.509806176,0.490193824,49,4,0.519604811,0.480395189,0.259251897,0.740748103,0.426181112,0.403072655,0.596927345
1,1,0,4,1,2,-1,1,0,2,2,2,89,83,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.516891819,0.483108181,36,4,0.533745124,0.466254876,0.259251897,0.740748103,0.282321254,0.702601492,0.297398537
1,1,0,4,1,2,-1,1,1,2,2,2,89,84,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.506775118,0.493224882,25,4,0.513547749,0.486452251,0.259251897,0.740748103,0.177056924,0.99796921,0.002030824
1,1,0,4,1,2,-1,1,2,2,1,1,90,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.497789889,0.502210111,36,1,0.495579865,0.504420135,0.259251897,0.740748103,0.29897449,0.650415301,0.349584728
1,1,0,4,1,2,-1,2,2,2,1,2,90,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.506251811,0.493748189,25,1,0.512501667,0.487498333,0.259251897,0.740748103,0.154999254,0.944770932,0.05522909
1,1,0,4,1,2,-1,2,3,2,2,1,91,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.497326329,0.502673671,36,4,0.494652811,0.505347189,0.259251897,0.740748103,0.294115997,0.991720796,0.008279249
1,1,0,4,1,2,-1,3,3,2,1,2,91,86,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.505841557,0.494158443,25,1,0.51168152,0.48831848,0.259251897,0.740748103,0.141541172,0.996388912,0.003611074
1,1,0,4,1,2,-1,3,4,2,1,2,91,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371700106,0.628299894,0.49696297,0.50303703,16,1,0.493926164,0.506073836,0.259251897,0.740748103,0.036161465,0.209409922,0.790590048
1,1,0,5,1,3,-2,0,0,1,2,2,91,88,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.489104855,0.510895145,9,4,0.478220052,0.521779948,0.844827586,0.155172414,0.650182085,0.423590899,0.576409042
1,1,0,5,1,3,-2,0,1,1,2,2,91,89,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.482141976,0.517858024,4,4,0.464329454,0.535670546,0.844827586,0.155172414,0.544571622,0.709153891,0.290846169
1,1,0,5,1,3,-2,0,2,1,1,1,92,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.475948451,0.524051549,9,1,0.452007951,0.547992049,0.844827586,0.155172414,0.666835322,0.732698619,0.26730141
1,1,0,5,1,3,-2,1,2,1,2,2,92,90,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.486824555,0.513175445,4,4,0.473667394,0.526332606,0.844827586,0.155172414,0.531113541,0.773153305,0.22684674
1,1,0,5,1,3,-2,1,3,1,1,2,92,91,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.7,0.3,0.480116842,0.519883158,1,1,0.46029647,0.53970353,0.844827586,0.155172414,0.14908134,0.394854814,0.605145156
1,1,0,6,1,4,-3,0,0,2,2,1,93,91,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353403141,0.646596859,0.474140855,0.525859145,4,4,0.448419677,0.551580323,0.230014893,0.769985107,0.396362696,0.000351186,0.999648809
1,1,0,6,1,4,-3,1,0,2,1,2,93,92,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.353403141,0.646596859,0.485201506,0.514798494,1,1,0.470428916,0.529571084,0.230014893,0.769985107,0.243326361,0.929071605,0.070928425
1,1,0,6,1,4,-3,1,1,2,1,1,94,92,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353403141,0.646596859,0.478673634,0.521326366,4,1,0.457424724,0.542575276,0.230014893,0.769985107,0.374305026,0.000368091,0.999631882
1,1,0,6,1,4,-3,2,1,2,1,1,95,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353403141,0.646596859,0.489265766,0.510734234,9,1,0.478541422,0.521458578,0.230014893,0.769985107,0.466457408,0.037854441,0.962145507
1,1,0,6,1,4,-3,3,1,2,1,1,96,92,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.353403141,0.646596859,0.498699889,0.501300111,16,1,0.497399795,0.502600205,0.230014893,0.769985107,0.903369652,0.004127078,0.995872915
1,1,0,7,2,4,-2,0,0,1,1,1,97,92,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352,0.295774648,0.507057107,0.492942893,25,1,0.514111403,0.485888597,0.850051003,0.149948997,0.879416685,0.003373651,0.996626377
1,1,0,7,2,4,-2,1,0,1,2,2,97,93,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.704225352,0.295774648,0.514454826,0.485545174,16,4,0.52888551,0.47111449,0.850051003,0.149948997,0.743925659,0.035692506,0.964307487
1,1,0,7,2,4,-2,1,1,1,1,1,98,93,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.704225352,0.295774648,0.504605535,0.495394465,25,1,0.509210288,0.490789712,0.850051003,0.149948997,0.865958604,0.000599414,0.999400616
1,1,0,7,2,4,-2,2,1,1,2,1,99,93,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352,0.295774648,0.512283594,0.487716406,36,4,0.524552369,0.475447631,0.850051003,0.149948997,0.96636444,0.000416812,0.999583185
1,1,0,7,2,4,-2,3,1,1,2,1,100,93,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352,0.295774648,0.519090778,0.480909222,49,4,0.538125975,0.461874025,0.850051003,0.149948997,1.058055311,0.620695829,0.379304171
1,1,0,8,3,4,-1,0,0,2,2,1,101,93,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.5251515,0.4748485,64,4,0.550176034,0.449823966,0.185193346,0.814806654,0.412951549,0.246842429,0.753157556
1,1,0,8,3,4,-1,1,0,2,1,2,101,94,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.530577829,0.469422171,49,1,0.560927787,0.439072213,0.185193346,0.814806654,0.26060748,0.793010831,0.206989139
1,1,0,8,3,4,-1,1,1,2,2,2,101,95,6,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.322834646,0.677165354,0.519050974,0.480949026,36,4,0.538046713,0.461953287,0.185193346,0.814806654,0.164058116,0.477312982,0.522687018
1,1,0,8,3,4,-1,1,2,2,2,1,102,95,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.508700856,0.491299144,49,4,0.517396444,0.482603556,0.185193346,0.814806654,0.294459893,0.485111505,0.514888465
1,1,0,8,3,4,-1,2,2,2,1,2,102,96,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.515911632,0.484088368,36,1,0.531791068,0.468208932,0.185193346,0.814806654,0.142000446,0.539331973,0.460667968
1,1,0,8,3,4,-1,2,3,2,1,1,103,96,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.505902009,0.494097991,49,1,0.511802373,0.488197627,0.185193346,0.814806654,0.272402223,0.163977727,0.836022258
1,1,0,8,3,4,-1,3,3,2,2,1,104,96,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.513431617,0.486568383,64,4,0.526843863,0.473156137,0.185193346,0.814806654,0.372577305,0.100095578,0.89990449
1,1,0,8,3,4,-1,4,3,2,1,2,104,97,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.322834646,0.677165354,0.520110841,0.479889159,49,1,0.540156717,0.459843283,0.185193346,0.814806654,0.276885519,0.647634506,0.352365524
1,1,0,8,3,4,-1,3,3,2,2,1,105,97,8,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322834646,0.677165354,0.509647465,0.490352535,64,4,0.519287749,0.480712251,0.185193346,0.814806654,0.372905783,0.013478531,0.986521482
1,1,0,8,3,4,-1,4,3,2,1,1,106,97,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.322834646,0.677165354,0.516751045,0.483248955,81,1,0.533464529,0.466535471,0.185193346,0.814806654,0.800641551,0.087031849,0.912968159
1,1,0,9,4,4,0,0,0,1,2,1,107,97,10,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.523064789,0.476935211,100,4,0.546031626,0.453968374,0.876712329,0.123287671,0.918161297,0.000453259,0.999546707
1,1,0,9,4,4,0,1,0,1,2,2,107,98,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.528705842,0.471294158,81,4,0.557223071,0.442776929,0.876712329,0.123287671,0.774647571,0.000408465,0.999591529
1,1,0,9,4,4,0,1,1,1,2,2,107,99,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.517361151,0.482638849,64,4,0.534680489,0.465319511,0.876712329,0.123287671,0.669729373,0.000485609,0.999514341
1,1,0,9,4,4,0,1,2,1,1,1,108,99,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.507193418,0.492806582,81,1,0.514383858,0.485616142,0.876712329,0.123287671,0.791300807,0.000460357,0.999539614
1,1,0,9,4,4,0,2,2,1,2,1,109,99,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.514575599,0.485424401,100,4,0.529126446,0.470873554,0.876712329,0.123287671,0.891245134,0.000362483,0.999637485
1,1,0,9,4,4,0,3,2,1,2,2,109,100,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.521128073,0.478871927,81,4,0.542180828,0.457819172,0.876712329,0.123287671,0.747731408,0.000408582,0.99959141
1,1,0,9,4,4,0,3,3,1,1,1,110,100,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.510556861,0.489443139,100,1,0.521104313,0.478895687,0.876712329,0.123287671,0.869187464,0.079452626,0.920547426
1,1,0,9,4,4,0,4,3,1,1,1,111,100,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.272727273,0.517557818,0.482442182,121,1,0.535072389,0.464927611,0.876712329,0.123287671,0.960416824,0.675470352,0.324529707
1,1,0,10,5,4,1,0,0,2,1,2,111,101,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299711816,0.700288184,0.523783858,0.476216142,100,1,0.547460327,0.452539673,0.154812853,0.845187147,0.18744003,0.961714327,0.038285676
1,1,0,10,5,4,1,0,1,2,1,2,111,102,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299711816,0.700288184,0.512935348,0.487064652,81,1,0.525853393,0.474146607,0.154812853,0.845187147,0.08263721,0.9934057,0.006594274
1,1,0,10,5,4,1,0,2,2,2,2,111,103,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299711816,0.700288184,0.503254688,0.496745312,64,4,0.506509101,0.493490899,0.154812853,0.845187147,-0.013681399,0.999456704,0.000543333
1,1,0,10,5,4,1,0,3,2,1,2,111,104,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299711816,0.700288184,0.494672684,0.505327316,49,1,0.489346578,0.510653422,0.154812853,0.845187147,-0.127314562,0.029262628,0.970737398
1,1,0,11,5,5,0,0,0,1,1,1,112,104,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697986577,0.302013423,0.487077321,0.512922679,64,1,0.474171894,0.525828106,0.842302001,0.157697999,0.903438941,0.000404118,0.99959594
1,1,0,11,5,5,0,1,0,1,2,1,113,104,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.697986577,0.302013423,0.496756569,0.503243431,81,4,0.493513412,0.506486588,0.842302001,0.157697999,1.003498645,0.000404565,0.999595463
1,1,0,11,5,5,0,2,0,1,1,1,114,104,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.697986577,0.302013423,0.50533728,0.49466272,100,1,0.510673344,0.489326656,0.842302001,0.157697999,1.086243795,0.090581626,0.909418404
1,1,0,11,5,5,0,3,0,1,1,1,115,104,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697986577,0.302013423,0.512931503,0.487068497,121,1,0.525845718,0.474154282,0.842302001,0.157697999,1.177473155,0.724385679,0.275614291
1,1,0,12,6,5,1,0,0,2,1,2,115,105,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.334231806,0.665768194,0.519666379,0.480333621,100,1,0.539272002,0.460727998,0.201296066,0.798703934,0.197276908,0.996331394,0.003668601
1,1,0,12,6,5,1,0,1,2,2,1,116,105,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.334231806,0.665768194,0.509250389,0.490749611,121,4,0.518494448,0.481505552,0.201296066,0.798703934,0.335816763,0.930868208,0.069131799
1,1,0,12,6,5,1,1,1,2,2,1,117,105,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334231806,0.665768194,0.51639889,0.48360111,144,4,0.532762537,0.467237463,0.201296066,0.798703934,0.426930746,0.908616066,0.091383927
1,1,0,12,6,5,1,2,1,2,1,1,118,105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334231806,0.665768194,0.522751063,0.477248937,169,1,0.545408111,0.454591889,0.201296066,0.798703934,0.509329763,0.724342167,0.275657833
1,1,0,12,6,5,1,3,1,2,1,2,118,106,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.334231806,0.665768194,0.528424748,0.471575252,144,1,0.556666358,0.443333642,0.201296066,0.798703934,0.422814453,0.880394995,0.119605035
1,1,0,12,6,5,1,3,2,2,1,2,118,107,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.334231806,0.665768194,0.517107732,0.482892268,121,1,0.534175454,0.465824546,0.201296066,0.798703934,0.318242389,0.95626682,0.043733116
1,1,0,12,6,5,1,3,3,2,1,2,118,108,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334231806,0.665768194,0.506967534,0.493032466,100,1,0.513932363,0.486067637,0.201296066,0.798703934,0.156902663,0.991496682,0.008503396
1,1,0,12,6,5,1,3,4,2,1,2,118,109,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334231806,0.665768194,0.497960358,0.502039642,81,1,0.495920783,0.504079217,0.201296066,0.798703934,0.052099844,0.166840687,0.833159328
1,1,0,13,6,6,0,0,0,1,1,2,118,110,8,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.469387755,0.530612245,0.489987561,0.510012439,64,1,0.47998315,0.52001685,0.439004149,0.560995851,0.586780463,0.474922657,0.525077343
1,1,0,13,6,6,0,0,1,2,1,2,118,111,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.482925212,0.517074788,49,1,0.465890203,0.534109797,0.439004149,0.560995851,0.130616751,0.423460424,0.576539576
1,1,0,13,6,6,0,0,2,2,1,1,119,111,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.476646718,0.523353282,64,1,0.453395105,0.546604895,0.439004149,0.560995851,0.26090315,0.409361303,0.590638638
1,1,0,13,6,6,0,1,2,1,1,1,120,111,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.487450702,0.512549298,81,1,0.474917205,0.525082795,0.439004149,0.560995851,0.703493403,0.410122603,0.589877427
1,1,0,13,6,6,0,2,2,1,1,1,121,111,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.497088307,0.502911693,100,1,0.494176811,0.505823189,0.439004149,0.560995851,0.794838141,0.295310199,0.704689801
1,1,0,13,6,6,0,3,2,2,2,2,121,112,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.505630896,0.494369104,81,4,0.511260364,0.488739636,0.439004149,0.560995851,0.308793867,0.808164299,0.191835657
1,1,0,13,6,6,0,3,3,2,1,2,121,113,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.496776406,0.503223594,64,1,0.493553079,0.506446921,0.439004149,0.560995851,0.195276081,0.313937664,0.686062336
1,1,0,13,6,6,0,3,4,1,2,1,122,113,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.488939728,0.511060272,81,4,0.477890276,0.522109724,0.439004149,0.560995851,0.685176829,0.061879952,0.938120127
1,1,0,13,6,6,0,4,4,1,2,1,123,113,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469387755,0.530612245,0.498410525,0.501589475,100,4,0.496821081,0.503178919,0.439004149,0.560995851,0.776521567,0.019920059,0.980079949
