p1_sets,p2_sets,sub_set,p1_games,p2_games,sub_game,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,sub_point,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,nextpoint_victor
0,2,-2,2,2,0,30,40,2,1,2,46,73,-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,2,3,-1,0,0,1,1,1,47,73,-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,2,3,-1,15,0,1,1,1,48,73,-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,2,3,-1,30,0,1,1,1,49,73,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,2,3,-1,40,0,1,2,1,50,73,-23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,3,3,0,0,0,2,1,2,50,74,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,3,3,0,0,15,2,1,2,50,75,-25,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0,2,-2,3,3,0,0,30,2,1,2,50,76,-26,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0,2,-2,3,3,0,0,40,2,1,2,50,77,-27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,3,4,-1,0,0,1,2,1,51,77,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,3,4,-1,15,0,1,2,2,51,78,-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,3,4,-1,15,15,1,1,1,52,78,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,3,4,-1,30,15,1,2,1,53,78,-25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,3,4,-1,40,15,1,1,1,54,78,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,4,4,0,0,0,2,1,2,54,79,-25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,2,-2,4,4,0,0,15,2,2,1,55,79,-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,4,4,0,15,15,2,1,2,55,80,-25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,4,4,0,15,30,2,2,2,55,81,-26,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0,2,-2,4,4,0,15,40,2,2,2,55,82,-27,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,-2,4,5,-1,0,0,1,1,1,56,82,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,4,5,-1,15,0,1,1,1,57,82,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,4,5,-1,30,0,1,2,1,58,82,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,4,5,-1,40,0,1,1,1,59,82,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,5,0,0,0,2,2,2,59,83,-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,5,0,0,15,2,1,2,59,84,-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,5,0,0,30,2,2,2,59,85,-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,5,0,0,40,2,2,2,59,86,-27,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,2,-2,5,6,-1,0,0,1,2,1,60,86,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,5,6,-1,15,0,1,1,1,61,86,#REF!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,6,-1,30,0,1,2,2,61,87,-26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,5,6,-1,30,15,1,2,1,62,87,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,6,-1,40,15,1,2,2,62,88,-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,6,-1,40,30,1,1,2,62,89,-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,5,6,-1,40,40,1,2,1,63,89,-26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,5,6,-1,AD,40,1,1,2,63,90,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,5,6,-1,40,40,1,1,1,64,90,-26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,5,6,-1,AD,40,1,1,1,65,90,-25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
0,2,-2,6,6,0,0,0,2,1,2,65,91,-26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,2,-2,6,6,0,0,1,1,1,1,66,91,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,6,6,0,1,1,1,2,2,66,92,-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,6,6,0,1,2,2,2,2,66,93,-27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,6,6,0,1,3,2,2,1,67,93,-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,6,6,0,2,3,1,2,1,68,93,-25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,6,6,0,3,3,1,2,1,69,93,-24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,-2,6,6,0,4,3,2,1,1,70,93,-23,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0,2,-2,6,6,0,5,3,2,2,2,70,94,-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,6,6,0,5,4,1,2,2,70,95,-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,2,-2,6,6,0,5,5,1,2,2,70,96,-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,15,0,2,2,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,30,0,2,1,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,30,15,2,1,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,40,15,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2
0,0,0,0,0,0,40,30,2,2,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
0,0,0,0,0,0,40,40,2,1,2,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,40,AD,2,1,2,3,5,-2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0,0,0,0,1,-1,0,0,1,2,2,3,6,-3,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,0,15,1,1,1,4,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,1,-1,15,15,1,1,2,4,7,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,15,30,1,1,1,5,7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,30,30,1,1,1,6,7,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,-1,40,30,1,2,1,7,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,0,0,2,1,2,7,8,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,0,15,2,2,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,15,15,2,1,2,8,9,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,15,30,2,1,2,8,10,-2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,1,0,15,40,2,2,2,8,11,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,2,-1,0,0,1,1,1,9,11,-2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,1,2,-1,15,0,1,1,1,10,11,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,2,-1,30,0,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,2,-1,40,0,1,1,1,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,2,0,0,0,2,2,1,13,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,2,2,0,15,0,2,1,2,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,2,2,0,15,15,2,1,2,13,13,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0,0,0,2,2,0,15,30,2,1,2,13,14,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,2,2,0,15,40,2,1,1,14,14,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,2,2,0,30,40,2,1,1,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,2,2,0,40,40,2,1,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,2,2,0,40,AD,2,2,2,15,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,3,-1,0,0,1,1,1,16,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,3,-1,15,0,1,1,1,17,16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,2,3,-1,30,0,1,2,1,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,3,-1,40,0,1,2,1,19,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,3,0,0,0,2,1,2,19,17,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,3,3,0,0,15,2,2,1,20,17,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,3,0,15,15,2,1,2,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,3,0,15,30,2,2,1,21,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,3,0,30,30,2,2,1,22,18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,3,0,40,30,2,1,2,22,19,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0,0,0,3,3,0,40,40,2,1,2,22,20,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
0,0,0,3,3,0,40,AD,2,2,2,22,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,4,-1,0,0,1,2,2,22,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,4,-1,0,15,1,1,1,23,22,1,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
0,0,0,3,4,-1,15,15,1,1,2,23,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,4,-1,15,30,1,1,2,23,24,-1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,0,0,3,4,-1,15,40,1,2,1,24,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2
0,0,0,3,4,-1,30,40,1,1,2,24,25,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2
0,0,0,3,5,-2,0,0,2,2,2,24,26,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,5,-2,0,15,2,2,2,24,27,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,5,-2,0,30,2,2,1,25,27,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,3,5,-2,15,30,2,1,1,26,27,-1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0,0,0,3,5,-2,30,30,2,1,2,26,28,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,5,-2,30,40,2,1,1,27,28,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,5,-2,40,40,2,1,2,27,29,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3,5,-2,40,AD,2,1,2,27,30,-3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,1,-1,0,0,0,0,0,1,1,1,28,30,-2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,0,0,0,15,0,1,1,2,28,31,-3,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,0,0,0,15,15,1,1,1,29,31,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,0,0,0,30,15,1,1,2,29,32,-3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,0,0,0,30,30,1,1,2,29,33,-4,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,0,0,0,30,40,1,1,1,30,33,-3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,1,-1,0,0,0,40,40,1,2,1,31,33,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
0,1,-1,0,0,0,AD,40,1,1,2,31,34,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,0,0,0,40,40,1,1,1,32,34,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,0,0,0,AD,40,1,1,2,32,35,-3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,-1,0,0,0,40,40,1,1,1,33,35,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,0,0,0,AD,40,1,1,1,34,35,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,-1,1,0,1,0,0,2,2,1,35,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,1,0,1,15,0,2,1,1,36,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,1,0,1,30,0,2,1,2,36,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,1,0,1,30,15,2,1,2,36,37,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,1,-1,1,0,1,30,30,2,1,1,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,1,0,1,40,30,2,1,2,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0,1,-1,1,0,1,40,40,2,1,2,37,39,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,1,0,1,40,AD,2,1,2,37,40,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,1,1,0,0,0,1,1,1,38,40,-2,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,1,1,0,15,0,1,2,2,38,41,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,1,1,0,15,15,1,1,1,39,41,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,1,1,0,30,15,1,2,1,40,41,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,1,1,0,40,15,1,1,1,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,2,1,1,0,0,2,2,1,42,41,2,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,-1,2,1,1,15,0,2,1,1,43,41,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,2,1,1,30,0,2,1,1,44,41,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,2,1,1,40,0,2,1,1,45,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,-1,3,1,2,0,0,1,2,1,46,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,3,1,2,15,0,1,1,1,47,41,6,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,-1,3,1,2,30,0,1,1,1,48,41,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,3,1,2,40,0,1,2,2,48,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,3,1,2,40,15,1,1,1,49,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,4,1,3,0,0,2,1,2,49,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,4,1,3,0,15,2,1,2,49,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,4,1,3,0,30,2,1,2,49,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,4,1,3,0,40,2,1,2,49,46,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,4,2,2,0,0,1,1,1,50,46,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,4,2,2,15,0,1,2,1,51,46,5,0,0,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,4,2,2,30,0,1,1,1,52,46,6,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,-1,4,2,2,40,0,1,1,1,53,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,5,2,3,0,0,2,2,2,53,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,5,2,3,0,15,2,1,1,54,47,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
0,1,-1,5,2,3,15,15,2,2,2,54,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,5,2,3,15,30,2,1,2,54,49,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,5,2,3,15,40,2,2,2,54,50,4,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0,1,-1,5,3,2,0,0,1,2,1,55,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,5,3,2,15,0,1,1,1,56,50,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,5,3,2,30,0,1,2,1,57,50,7,0,0,1,0,B,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
0,1,-1,5,3,2,40,0,1,2,2,57,51,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,1,-1,5,3,2,40,15,1,2,2,57,52,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,-1,5,3,2,40,30,1,1,1,58,52,6,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,2,2,1,59,52,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,1,0,0,0,0,15,0,2,1,2,59,53,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1,1,0,0,0,0,15,15,2,1,2,59,54,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,0,0,0,15,30,2,1,2,59,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,0,0,0,15,40,2,1,2,59,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,-1,0,0,1,1,1,60,56,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0,0,1,-1,15,0,1,2,1,61,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,0,1,-1,30,0,1,2,2,61,57,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,-1,30,15,1,1,1,62,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,-1,40,15,1,2,1,63,57,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,0,2,1,1,64,57,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,15,0,2,2,1,65,57,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,30,0,2,1,1,66,57,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1,1,0,1,1,0,40,0,2,1,2,66,58,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2
1,1,0,1,1,0,40,15,2,1,2,66,59,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1,1,0,1,1,0,40,30,2,2,2,66,60,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1,0,1,1,0,40,40,2,2,1,67,60,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,1,0,1,1,0,AD,40,2,2,2,67,61,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
1,1,0,1,1,0,40,40,2,1,2,67,62,5,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,1,1,0,40,AD,2,1,1,68,62,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,40,40,2,1,1,69,62,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,1,1,0,AD,40,2,1,2,69,63,6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1,0,1,1,0,40,40,2,1,1,70,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,0,AD,40,2,1,1,71,63,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,0,2,1,1,0,0,1,2,1,72,63,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,2,1,1,15,0,1,1,1,73,63,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,2,1,1,30,0,1,1,1,74,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,2,1,1,40,0,1,1,2,74,64,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,2,1,1,40,15,1,1,2,74,65,9,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1,1,0,2,1,1,40,30,1,1,2,74,66,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,2,1,1,40,40,1,2,1,75,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,2,1,1,AD,40,1,2,1,76,66,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,0,3,1,2,0,0,2,1,1,77,66,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
1,1,0,3,1,2,15,0,2,1,2,77,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,3,1,2,15,15,2,1,2,77,68,9,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,3,1,2,15,30,2,1,1,78,68,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,1,0,3,1,2,30,30,2,1,2,78,69,9,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,3,1,2,30,40,2,1,1,79,69,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,3,1,2,40,40,2,1,1,80,69,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1,1,0,3,1,2,AD,40,2,1,2,80,70,10,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2
